onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
124.02	8.03	2	fix	n/a	62	n/a	white	n/a	n/a
132.05	1.95	2	longroad	6	66	longroad2	red	0	9999
134	2.0	2	longroad	6	67	longroad4	red	0	9999
136	2.0	2	longroad	6	68	longroad3	red	0	9999
138	2.0	2	longroad	6	69	longroad1	red	0	9999
140	2.0	2	longroad	6	70	longroad2	green	1	968.49
142	2.0	2	longroad	6	71	longroad1	red	0	9999
144	2.0	2	longroad	6	72	longroad4	green	1	898.12
146	2.01	2	longroad	6	73	longroad3	red	0	9999
148.01	8.03	2	fix	n/a	74	n/a	white	n/a	n/a
156.04	1.96	2	wkobj	8	78	wkobj4	red	0	9999
158	2.0	2	wkobj	8	79	wkobj2	red	0	9999
160	2.0	2	wkobj	8	80	wkobj3	green	1	880.62
162	2.0	2	wkobj	8	81	wkobj1	red	0	9999
164	2.0	2	wkobj	8	82	wkobj4	green	1	857.5
166	2.0	2	wkobj	8	83	wkobj1	red	0	9999
168	2.0	2	wkobj	8	84	wkobj3	red	0	9999
170	2.02	2	wkobj	8	85	wkobj2	red	0	9999
172.02	8.03	2	fix	n/a	86	n/a	white	n/a	n/a
180.05	1.95	2	Sp	1	90	n/a	green	1	927
182	2.0	2	Sp	1	91	n/a	red	0	9999
184	2.0	2	Sp	1	92	n/a	red	0	9999
186	2.0	2	Sp	1	93	n/a	red	0	9999
188	2.0	2	Sp	1	94	n/a	green	1	866.96
190	2.0	2	Sp	1	95	n/a	red	0	9999
192	2.0	2	Sp	1	96	n/a	red	0	9999
194	2.01	2	Sp	1	97	n/a	red	0	9999
196.01	8.03	2	fix	n/a	98	n/a	white	n/a	n/a
204.04	1.96	2	NC	4	102	n/a	red	0	9999
206	2.0	2	NC	4	103	n/a	green	1	754.26
208	2.0	2	NC	4	104	n/a	red	0	9999
210	2.0	2	NC	4	105	n/a	red	0	9999
212	2.0	2	NC	4	106	n/a	red	0	9999
214	2.0	2	NC	4	107	n/a	green	1	1068.79
216	2.0	2	NC	4	108	n/a	red	0	9999
218	2.02	2	NC	4	109	n/a	red	0	9999
220.02	8.02	2	fix	n/a	110	n/a	white	n/a	n/a
228.04	1.96	2	hallway	7	114	hallway3	red	0	9999
230	2.0	2	hallway	7	115	hallway2	red	0	9999
232	2.0	2	hallway	7	116	hallway1	green	1	1475.33
234	2.0	2	hallway	7	117	hallway4	red	0	9999
236	2.0	2	hallway	7	118	hallway4	red	0	9999
238	2.0	2	hallway	7	119	hallway3	red	0	9999
240	2.0	2	hallway	7	120	hallway1	green	1	838.67
242	2.01	2	hallway	7	121	hallway2	red	0	9999
244.01	8.03	2	fix	n/a	122	n/a	white	n/a	n/a
252.04	1.96	2	Sp	1	126	n/a	green	1	906.61
254	2.0	2	Sp	1	127	n/a	red	0	9999
256	2.0	2	Sp	1	128	n/a	red	0	9999
258	2.0	2	Sp	1	129	n/a	red	0	9999
260	2.0	2	Sp	1	130	n/a	red	0	9999
262	2.0	2	Sp	1	131	n/a	red	0	9999
264	2.0	2	Sp	1	132	n/a	green	1	1704.28
266	2.01	2	Sp	1	133	n/a	red	0	9999
268.01	8.03	2	fix	n/a	134	n/a	white	n/a	n/a
276.04	1.96	2	intersection	5	138	intersection2	red	0	9999
278	2.0	2	intersection	5	139	intersection3	red	0	9999
280	2.0	2	intersection	5	140	intersection1	red	0	9999
282	2.0	2	intersection	5	141	intersection4	red	0	9999
284	2.0	2	intersection	5	142	intersection4	green	1	1550.6
286	2.0	2	intersection	5	143	intersection1	red	0	9999
288	2.0	2	intersection	5	144	intersection3	green	1	872.04
290	2.0	2	intersection	5	145	intersection2	red	0	9999
292	8.04	2	fix	n/a	146	n/a	white	n/a	n/a
300.04	1.96	2	longroad	6	150	longroad1	red	0	9999
302	2.0	2	longroad	6	151	longroad3	red	0	9999
304	2.0	2	longroad	6	152	longroad2	red	0	9999
306	2.0	2	longroad	6	153	longroad4	red	0	9999
308	2.0	2	longroad	6	154	longroad4	red	0	9999
310	2.0	2	longroad	6	155	longroad2	red	0	9999
312	2.0	2	longroad	6	156	longroad3	green	1	864.05
314	2.01	2	longroad	6	157	longroad1	green	1	1120.67
316.01	8.03	2	fix	n/a	158	n/a	white	n/a	n/a
324.04	1.96	2	scrambledobj	9	162	scrambledobj2	red	0	9999
326	2.0	2	scrambledobj	9	163	scrambledobj1	red	0	9999
328	2.0	2	scrambledobj	9	164	scrambledobj3	red	0	9999
330	2.0	2	scrambledobj	9	165	scrambledobj4	red	0	9999
332	2.0	2	scrambledobj	9	166	scrambledobj2	red	0	9999
334	2.0	2	scrambledobj	9	167	scrambledobj4	red	0	9999
336	2.0	2	scrambledobj	9	168	scrambledobj3	green	1	801.78
338	2.02	2	scrambledobj	9	169	scrambledobj1	green	1	1066.74
340.02	8.03	2	fix	n/a	170	n/a	white	n/a	n/a
348.05	1.95	2	wkobj	8	174	wkobj3	red	0	9999
350	2.0	2	wkobj	8	175	wkobj1	red	0	9999
352	2.0	2	wkobj	8	176	wkobj4	red	0	9999
354	2.0	2	wkobj	8	177	wkobj2	red	0	9999
356	2.0	2	wkobj	8	178	wkobj2	red	0	9999
358	2.0	2	wkobj	8	179	wkobj4	green	1	785.49
360	2.0	2	wkobj	8	180	wkobj3	red	0	9999
362	2.01	2	wkobj	8	181	wkobj1	green	1	1138.77
364.01	8.03	2	fix	n/a	182	n/a	white	n/a	n/a
372.04	1.96	2	SpId	2	186	n/a	green	1	782.79
374	2.0	2	SpId	2	187	n/a	green	1	968.46
376	2.0	2	SpId	2	188	n/a	red	0	9999
378	2.0	2	SpId	2	189	n/a	red	0	9999
380	2.0	2	SpId	2	190	n/a	red	0	9999
382	2.0	2	SpId	2	191	n/a	red	0	9999
384	2.0	2	SpId	2	192	n/a	red	0	9999
386	2.02	2	SpId	2	193	n/a	red	0	9999
388.02	8.03	2	fix	n/a	194	n/a	white	n/a	n/a
396.05	1.95	2	NC	4	198	n/a	red	0	9999
398	2.0	2	NC	4	199	n/a	green	1	1073.75
400	2.0	2	NC	4	200	n/a	red	0	9999
402	2.0	2	NC	4	201	n/a	red	0	9999
404	2.0	2	NC	4	202	n/a	red	0	9999
406	2.0	2	NC	4	203	n/a	red	0	9999
408	2.0	2	NC	4	204	n/a	red	0	9999
410	2.01	2	NC	4	205	n/a	green	1	1477.27
412.01	8.03	2	fix	n/a	206	n/a	white	n/a	n/a
420.04	1.96	2	ID	3	210	n/a	green	1	1071.96
422	2.0	2	ID	3	211	n/a	red	0	9999
424	2.0	2	ID	3	212	n/a	red	0	9999
426	2.0	2	ID	3	213	n/a	red	0	9999
428	2.0	2	ID	3	214	n/a	green	1	764.02
430	2.0	2	ID	3	215	n/a	red	0	9999
432	2.0	2	ID	3	216	n/a	red	0	9999
434	2.02	2	ID	3	217	n/a	red	0	9999
436.02	12.03	2	fix	n/a	218	n/a	white	n/a	n/a
448.05	12	2	EndFix	n/a	224	n/a	white	n/a	n/a
