onset	duration	 pic_onset	 block	 block_kind	 condition	 response
0.360699	12.024903	0.378855	 fix	 fix	 fix	 n/a
12.385602	1.000512	0.021983	1	 Scene	 diff	0
13.386114	1.000508	0.021067	1	 Scene	 diff	0
14.386622	1.00034	0.02017	1	 Scene	 same	0
15.386962	1.000397	0.019462	1	 Scene	 diff	0
16.387359	1.00038	0.018672	1	 Scene	 diff	0
17.387739	1.000354	0.01797	1	 Scene	 diff	0
18.388093	1.000356	0.017177	1	 Scene	 diff	0
19.388449	1.000345	0.016416	1	 Scene	 diff	0
20.388794	1.000636	0.01569	1	 Scene	 same	0
21.38943	1.000316	0.015091	1	 Scene	 diff	0
22.389746	1.000354	0.013964	1	 Scene	 diff	0
23.3901	1.000354	0.013215	1	 Scene	 diff	0
24.390454	1.000349	0.012491	1	 Scene	 diff	0
25.390803	1.000351	0.01198	1	 Scene	 diff	0
26.391154	1.000616	0.010988	1	 Scene	 diff	0
27.39177	1.0011	0.009999	1	 Scene	 diff	0
28.39287	7.989791	28.39287	 fix	 fix	 fix	 n/a
36.382661	1.000355	0.015674	2	 Object	 diff	0
37.383016	1.00035	0.014958	2	 Object	 diff	0
38.383366	1.000333	0.014181	2	 Object	 diff	0
39.383699	1.000357	0.013459	2	 Object	 diff	0
40.384056	1.000348	0.012726	2	 Object	 diff	0
41.384404	1.000368	0.012002	2	 Object	 same	0
42.384772	1.000371	0.011917	2	 Object	 diff	0
43.385143	1.000356	0.010462	2	 Object	 diff	0
44.385499	1.000369	0.009699	2	 Object	 diff	0
45.385868	1.000375	0.025693	2	 Object	 diff	0
46.386243	1.000368	0.024954	2	 Object	 diff	0
47.386611	1.000355	0.024201	2	 Object	 diff	0
48.386966	1.000544	0.023491	2	 Object	 diff	0
49.38751	1.000362	0.022491	2	 Object	 diff	0
50.387872	1.000363	0.021728	2	 Object	 same	0
51.388235	1.000345	0.020983	2	 Object	 diff	0
52.38858	7.99412	52.38858	 fix	 fix	 fix	 n/a
60.3827	1.000375	0.023047	3	 Scene	 diff	0
61.383075	1.000355	0.022287	3	 Scene	 diff	0
62.38343	1.000362	0.021566	3	 Scene	 diff	0
63.383792	1.000368	0.020811	3	 Scene	 same	0
64.38416	1.000371	0.020047	3	 Scene	 diff	0
65.384531	1.000351	0.019311	3	 Scene	 diff	0
66.384882	1.000345	0.018563	3	 Scene	 same	0
67.385227	1.000612	0.01783	3	 Scene	 diff	0
68.385839	1.000369	0.016948	3	 Scene	 diff	0
69.386208	1.000374	0.0161	3	 Scene	 diff	0
70.386582	1.000516	0.015362	3	 Scene	 diff	0
71.387098	1.000377	0.014862	3	 Scene	 diff	0
72.387475	1.000363	0.013655	3	 Scene	 diff	0
73.387838	1.000369	0.012911	3	 Scene	 diff	0
74.388207	1.000352	0.012135	3	 Scene	 diff	0
75.388559	1.000359	0.011887	3	 Scene	 diff	0
76.388918	7.993826	76.388918	 fix	 fix	 fix	 n/a
84.382744	1.000422	0.013761	4	 Object	 diff	0
85.383166	1.000377	0.012961	4	 Object	 diff	0
86.383543	1.000331	0.012207	4	 Object	 diff	0
87.383874	1.000357	0.011927	4	 Object	 diff	0
88.384231	1.000369	0.010721	4	 Object	 same	0
89.3846	1.000378	0.009964	4	 Object	 diff	0
90.384978	1.000338	0.025943	4	 Object	 diff	0
91.385316	1.000365	0.025237	4	 Object	 diff	0
92.385681	1.000357	0.024476	4	 Object	 diff	0
93.386038	1.00037	0.023728	4	 Object	 diff	0
94.386408	1.000365	0.022968	4	 Object	 diff	0
95.386773	1.000354	0.022277	4	 Object	 diff	0
96.387127	1.000359	0.021461	4	 Object	 diff	0
97.387486	1.000381	0.02069	4	 Object	 same	0
98.387867	1.000367	0.019962	4	 Object	 diff	0
99.388234	1.000362	0.019755	4	 Object	 diff	0
100.388596	7.994212	100.388596	 fix	 fix	 fix	 n/a
108.382808	1.000356	0.021155	5	 Scene	 diff	0
109.383164	1.000431	0.020412	5	 Scene	 diff	0
110.383595	1.000491	0.019605	5	 Scene	 diff	0
111.384086	1.000683	0.018742	5	 Scene	 diff	0
112.384769	1.005193	0.017668	5	 Scene	 same	1
113.389962	1.000774	0.011998	5	 Scene	 diff	0
114.390736	1.000328	0.010907	5	 Scene	 same	0
115.391064	1.000341	0.010161	5	 Scene	 diff	0
116.391405	1.00032	0.02615	5	 Scene	 diff	0
117.391725	1.000481	0.025457	5	 Scene	 diff	0
118.392206	1.000329	0.024623	5	 Scene	 diff	0
119.392535	1.000352	0.023893	5	 Scene	 diff	0
120.392887	1.000332	0.023143	5	 Scene	 diff	0
121.393219	1.000345	0.022397	5	 Scene	 diff	0
122.393564	1.000341	0.021756	5	 Scene	 diff	0
123.393905	1.000328	0.020984	5	 Scene	 diff	0
124.394233	7.988623	124.394233	 fix	 fix	 fix	 n/a
132.382856	1.00034	0.012459	6	 Object	 diff	0
133.383196	1.004565	0.011115	6	 Object	 same	1
134.387761	1.000287	0.024759	6	 Object	 diff	0
135.388048	1.000363	0.022425	6	 Object	 diff	0
136.388411	1.000393	0.021605	6	 Object	 diff	0
137.388804	1.000336	0.020703	6	 Object	 diff	0
138.38914	1.000345	0.019923	6	 Object	 diff	0
139.389485	1.000389	0.019461	6	 Object	 diff	0
140.389874	1.000355	0.018452	6	 Object	 diff	0
141.390229	1.004643	0.017684	6	 Object	 same	1
142.394872	1.000298	0.012603	6	 Object	 diff	0
143.39517	1.000476	0.011977	6	 Object	 diff	0
144.395646	1.000335	0.011084	6	 Object	 diff	0
145.395981	1.00036	0.010384	6	 Object	 diff	0
146.396341	1.000331	0.026318	6	 Object	 diff	0
147.396672	1.000314	0.025611	6	 Object	 diff	0
148.396986	7.985903	148.396986	 fix	 fix	 fix	 n/a
156.382889	1.000333	0.019278	7	 Scene	 diff	0
