onset	duration	 pic_onset	 block	 block_kind	 condition	 response
0.366577	12.013745	0.373296	 fix	 fix	 fix	 n/a
12.380322	1.000555	0.021689	1	 Object	 diff	0
13.380877	1.000347	0.020765	1	 Object	 diff	0
14.381224	1.000364	0.020007	1	 Object	 diff	0
15.381588	1.000363	0.019271	1	 Object	 diff	0
16.381951	1.000369	0.018499	1	 Object	 diff	0
17.38232	1.005302	0.01777	1	 Object	 same	1
18.387622	1.000313	0.011986	1	 Object	 diff	0
19.387935	1.000325	0.011359	1	 Object	 diff	0
20.38826	1.000333	0.010633	1	 Object	 diff	0
21.388593	1.00036	0.009896	1	 Object	 diff	0
22.388953	1.004547	0.025845	1	 Object	 same	1
23.3935	1.00032	0.021295	1	 Object	 diff	0
24.39382	1.000345	0.020208	1	 Object	 diff	0
25.394165	1.000346	0.019497	1	 Object	 diff	0
26.394511	1.000362	0.018752	1	 Object	 diff	0
27.394873	1.001108	0.018009	1	 Object	 diff	0
28.395981	7.981323	28.395981	 fix	 fix	 fix	 n/a
36.377304	1.000524	0.015447	2	 Scene	 diff	0
37.377828	1.000363	0.014524	2	 Scene	 diff	0
38.378191	1.000358	0.013812	2	 Scene	 diff	0
39.378549	1.000363	0.013052	2	 Scene	 diff	0
40.378912	1.000349	0.012287	2	 Scene	 diff	0
41.379261	1.000348	0.011556	2	 Scene	 diff	0
42.379609	1.004672	0.011319	2	 Scene	 same	1
43.384281	1.000323	0.022421	2	 Scene	 diff	0
44.384604	1.000332	0.021733	2	 Scene	 diff	0
45.384936	1.004682	0.021017	2	 Scene	 same	1
46.389618	1.000306	0.015918	2	 Scene	 diff	0
47.389924	1.000355	0.015246	2	 Scene	 diff	0
48.390279	1.000335	0.01454	2	 Scene	 diff	0
49.390614	1.000351	0.013807	2	 Scene	 diff	0
50.390965	1.000362	0.013056	2	 Scene	 diff	0
51.391327	1.000313	0.012278	2	 Scene	 diff	0
52.39164	7.985704	52.39164	 fix	 fix	 fix	 n/a
60.377344	1.000386	0.022843	3	 Object	 diff	0
61.37773	1.000366	0.022073	3	 Object	 diff	0
62.378096	1.000365	0.021307	3	 Object	 diff	0
63.378461	1.000376	0.020579	3	 Object	 diff	0
64.378837	1.000372	0.019809	3	 Object	 diff	0
65.379209	1.00613	0.019051	3	 Object	 same	1
66.385339	1.000326	0.012452	3	 Object	 diff	0
67.385665	1.000375	0.011822	3	 Object	 diff	0
68.38604	1.000336	0.011376	3	 Object	 diff	0
69.386376	1.000414	0.010299	3	 Object	 diff	0
70.38679	1.000334	0.009501	3	 Object	 diff	0
71.387124	1.00464	0.025505	3	 Object	 same	1
