onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
146	2.02	2	hallway	7	73	hallway2	red	0	9999
148.02	8.03	2	fix	n/a	74	n/a	white	n/a	n/a
156.05	1.95	2	SpId	2	78	n/a	red	0	9999
158	2.0	2	SpId	2	79	n/a	red	0	9999
160	2.0	2	SpId	2	80	n/a	green	1	864.18
162	2.0	2	SpId	2	81	n/a	red	0	9999
164	2.0	2	SpId	2	82	n/a	green	1	801.84
166	2.0	2	SpId	2	83	n/a	red	0	9999
168	2.0	2	SpId	2	84	n/a	red	0	9999
170	2.01	2	SpId	2	85	n/a	red	0	9999
172.01	8.03	2	fix	n/a	86	n/a	white	n/a	n/a
180.04	1.96	2	Sp	1	90	n/a	red	0	9999
182	2.0	2	Sp	1	91	n/a	red	0	9999
184	2.0	2	Sp	1	92	n/a	red	0	9999
186	2.0	2	Sp	1	93	n/a	green	1	1057.63
188	2.0	2	Sp	1	94	n/a	red	0	9999
190	2.0	2	Sp	1	95	n/a	green	1	891.13
192	2.0	2	Sp	1	96	n/a	red	0	9999
194	2.02	2	Sp	1	97	n/a	red	0	9999
196.02	8.03	2	fix	n/a	98	n/a	white	n/a	n/a
204.05	1.95	2	longroad	6	102	longroad1	red	0	9999
206	2.0	2	longroad	6	103	longroad3	green	1	848.65
208	2.0	2	longroad	6	104	longroad2	green	1	784.87
210	2.0	2	longroad	6	105	longroad4	red	0	9999
212	2.0	2	longroad	6	106	longroad3	red	0	9999
214	2.0	2	longroad	6	107	longroad4	red	0	9999
216	2.0	2	longroad	6	108	longroad2	red	0	9999
218	2.01	2	longroad	6	109	longroad1	red	0	9999
220.01	8.03	2	fix	n/a	110	n/a	white	n/a	n/a
228.04	1.96	2	Sp	1	114	n/a	red	0	9999
230	2.0	2	Sp	1	115	n/a	green	1	890.44
232	2.0	2	Sp	1	116	n/a	green	1	1074.96
234	2.0	2	Sp	1	117	n/a	red	0	9999
236	2.0	2	Sp	1	118	n/a	red	0	9999
238	2.0	2	Sp	1	119	n/a	red	0	9999
240	2.0	2	Sp	1	120	n/a	red	0	9999
242	2.02	2	Sp	1	121	n/a	red	0	9999
244.02	8.03	2	fix	n/a	122	n/a	white	n/a	n/a
252.05	1.95	2	SpId	2	126	n/a	red	0	9999
254	2.0	2	SpId	2	127	n/a	red	0	9999
256	2.0	2	SpId	2	128	n/a	green	1	899.69
258	2.0	2	SpId	2	129	n/a	red	0	9999
260	2.0	2	SpId	2	130	n/a	red	0	9999
262	2.0	2	SpId	2	131	n/a	red	0	9999
264	2.0	2	SpId	2	132	n/a	red	0	9999
266	2.01	2	SpId	2	133	n/a	green	1	1007.52
268.01	8.03	2	fix	n/a	134	n/a	white	n/a	n/a
276.04	1.96	2	NC	4	138	n/a	green	1	842.1
278	2.0	2	NC	4	139	n/a	green	1	971.51
280	2.0	2	NC	4	140	n/a	red	0	9999
282	2.0	2	NC	4	141	n/a	red	0	9999
284	2.0	2	NC	4	142	n/a	red	0	9999
286	2.0	2	NC	4	143	n/a	red	0	9999
288	2.0	2	NC	4	144	n/a	red	0	9999
290	2.01	2	NC	4	145	n/a	red	0	9999
292.01	8.03	2	fix	n/a	146	n/a	white	n/a	n/a
300.04	1.96	2	wkobj	8	150	wkobj3	red	0	9999
302	2.0	2	wkobj	8	151	wkobj4	red	0	9999
304	2.0	2	wkobj	8	152	wkobj1	red	0	9999
306	2.0	2	wkobj	8	153	wkobj2	red	0	9999
308	2.0	2	wkobj	8	154	wkobj2	red	0	9999
310	2.0	2	wkobj	8	155	wkobj1	green	1	766.36
312	2.0	2	wkobj	8	156	wkobj3	green	1	847.98
314	2.0	2	wkobj	8	157	wkobj4	red	0	9999
316	8.04	2	fix	n/a	158	n/a	white	n/a	n/a
324.04	1.96	2	longroad	6	162	longroad4	green	1	778.18
326	2.0	2	longroad	6	163	longroad2	red	0	9999
328	2.0	2	longroad	6	164	longroad1	red	0	9999
330	2.0	2	longroad	6	165	longroad3	red	0	9999
332	2.0	2	longroad	6	166	longroad1	red	0	9999
334	2.0	2	longroad	6	167	longroad3	red	0	9999
336	2.0	2	longroad	6	168	longroad2	green	1	785.35
338	2.01	2	longroad	6	169	longroad4	red	0	9999
340.01	8.03	2	fix	n/a	170	n/a	white	n/a	n/a
348.04	1.96	2	hallway	7	174	hallway2	red	0	9999
350	2.0	2	hallway	7	175	hallway4	red	0	9999
352	2.0	2	hallway	7	176	hallway3	red	0	9999
354	2.0	2	hallway	7	177	hallway1	green	1	735.85
356	2.0	2	hallway	7	178	hallway2	red	0	9999
358	2.0	2	hallway	7	179	hallway1	red	0	9999
360	2.0	2	hallway	7	180	hallway4	green	1	841.29
362	2.02	2	hallway	7	181	hallway3	red	0	9999
364.02	8.03	2	fix	n/a	182	n/a	white	n/a	n/a
372.05	1.95	2	intersection	5	186	intersection4	red	0	9999
374	2.0	2	intersection	5	187	intersection3	green	1	806.81
376	2.0	2	intersection	5	188	intersection2	red	0	9999
378	2.0	2	intersection	5	189	intersection1	green	1	688.63
380	2.0	2	intersection	5	190	intersection2	red	0	9999
382	2.0	2	intersection	5	191	intersection1	red	0	9999
384	2.0	2	intersection	5	192	intersection3	red	0	9999
386	2.01	2	intersection	5	193	intersection4	red	0	9999
388.01	8.03	2	fix	n/a	194	n/a	white	n/a	n/a
396.04	1.96	2	ID	3	198	n/a	red	0	9999
398	2.0	2	ID	3	199	n/a	red	0	9999
400	2.0	2	ID	3	200	n/a	red	0	9999
402	2.0	2	ID	3	201	n/a	red	0	9999
404	2.0	2	ID	3	202	n/a	red	0	9999
406	2.0	2	ID	3	203	n/a	green	1	1611.59
408	2.0	2	ID	3	204	n/a	green	1	1099.49
410	2.02	2	ID	3	205	n/a	red	0	9999
412.02	8.03	2	fix	n/a	206	n/a	white	n/a	n/a
420.05	1.95	2	scrambledobj	9	210	scrambledobj2	red	0	9999
422	2.0	2	scrambledobj	9	211	scrambledobj4	red	0	9999
424	2.0	2	scrambledobj	9	212	scrambledobj3	green	1	632.18
426	2.0	2	scrambledobj	9	213	scrambledobj1	red	0	9999
428	2.0	2	scrambledobj	9	214	scrambledobj3	green	1	634.51
430	2.0	2	scrambledobj	9	215	scrambledobj2	red	0	9999
432	2.0	2	scrambledobj	9	216	scrambledobj4	red	0	9999
434	2.01	2	scrambledobj	9	217	scrambledobj1	red	0	9999
436.01	12.03	2	fix	n/a	218	n/a	white	n/a	n/a
448.04	12	2	EndFix	n/a	224	n/a	white	n/a	n/a
