onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
0.01	12.01	2	fix	n/a	0	n/a	white	n/a	n/a
12.02	1.98	2	Sp	1	6	n/a	red	0	9999
14	2.0	2	Sp	1	7	n/a	red	0	9999
16	2.0	2	Sp	1	8	n/a	green	1	663.92
18	2.0	2	Sp	1	9	n/a	red	0	9999
20	2.0	2	Sp	1	10	n/a	red	0	9999
22	2.0	2	Sp	1	11	n/a	green	1	465.58
24	2.0	2	Sp	1	12	n/a	red	0	9999
26	2.02	2	Sp	1	13	n/a	red	0	9999
28.02	8.02	2	fix	n/a	14	n/a	white	n/a	n/a
36.04	1.96	2	hallway	7	18	hallway2	green	1	621.13
38	2.0	2	hallway	7	19	hallway1	red	0	9999
40	2.0	2	hallway	7	20	hallway4	red	0	9999
42	2.0	2	hallway	7	21	hallway3	red	0	9999
44	2.0	2	hallway	7	22	hallway3	red	0	9999
46	2.0	2	hallway	7	23	hallway2	red	0	9999
48	2.0	2	hallway	7	24	hallway4	red	0	9999
50	2.01	2	hallway	7	25	hallway1	green	0	9999
52.01	8.02	2	fix	n/a	26	n/a	white	n/a	n/a
60.03	1.97	2	NC	4	30	n/a	red	0	9999
62	2.0	2	NC	4	31	n/a	green	1	456.95
64	2.0	2	NC	4	32	n/a	green	1	681.01
66	2.0	2	NC	4	33	n/a	red	0	9999
68	2.0	2	NC	4	34	n/a	red	0	9999
70	2.0	2	NC	4	35	n/a	red	0	9999
72	2.0	2	NC	4	36	n/a	red	0	9999
74	2.02	2	NC	4	37	n/a	red	0	9999
76.02	8.02	2	fix	n/a	38	n/a	white	n/a	n/a
84.04	1.96	2	SpId	2	42	n/a	red	0	9999
86	2.0	2	SpId	2	43	n/a	red	0	9999
88	2.0	2	SpId	2	44	n/a	green	0	9999
90	2.0	2	SpId	2	45	n/a	red	0	9999
92	2.0	2	SpId	2	46	n/a	red	0	9999
94	2.0	2	SpId	2	47	n/a	red	0	9999
96	2.0	2	SpId	2	48	n/a	green	1	557.1
98	2.01	2	SpId	2	49	n/a	red	0	9999
100.01	8.03	2	fix	n/a	50	n/a	white	n/a	n/a
108.04	1.96	2	longroad	6	54	longroad2	red	0	9999
110	2.0	2	longroad	6	55	longroad4	red	0	9999
112	2.0	2	longroad	6	56	longroad1	red	0	9999
114	2.0	2	longroad	6	57	longroad3	green	0	9999
116	2.0	2	longroad	6	58	longroad1	red	1	83.64
118	2.0	2	longroad	6	59	longroad3	red	0	9999
120	2.0	2	longroad	6	60	longroad2	green	1	452.91
122	2.02	2	longroad	6	61	longroad4	red	0	9999
124.02	8.02	2	fix	n/a	62	n/a	white	n/a	n/a
132.04	1.96	2	ID	3	66	n/a	red	0	9999
134	2.0	2	ID	3	67	n/a	red	0	9999
136	2.0	2	ID	3	68	n/a	green	1	491.35
