onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
136	2.0	2	longroad	6	68	longroad1	red	0	9999
138	2.0	2	longroad	6	69	longroad2	red	0	9999
140	2.0	2	longroad	6	70	longroad2	red	0	9999
142	2.0	2	longroad	6	71	longroad1	green	1	677.63
144	2.0	2	longroad	6	72	longroad3	red	0	9999
146	2.01	2	longroad	6	73	longroad4	red	0	9999
148.01	8.02	2	fix	n/a	74	n/a	white	n/a	n/a
156.03	1.97	2	SpId	2	78	n/a	green	0	9999
158	2.0	2	SpId	2	79	n/a	red	0	9999
160	2.0	2	SpId	2	80	n/a	red	0	9999
162	2.0	2	SpId	2	81	n/a	red	0	9999
164	2.0	2	SpId	2	82	n/a	red	0	9999
166	2.0	2	SpId	2	83	n/a	red	0	9999
168	2.0	2	SpId	2	84	n/a	red	0	9999
170	2.01	2	SpId	2	85	n/a	green	1	625.21
172.01	8.03	2	fix	n/a	86	n/a	white	n/a	n/a
180.04	1.96	2	intersection	5	90	intersection1	red	0	9999
182	2.0	2	intersection	5	91	intersection2	red	0	9999
184	2.0	2	intersection	5	92	intersection4	red	0	9999
186	2.0	2	intersection	5	93	intersection3	red	0	9999
188	2.0	2	intersection	5	94	intersection1	green	1	574.62
190	2.0	2	intersection	5	95	intersection2	red	0	9999
192	2.0	2	intersection	5	96	intersection3	green	1	575.81
194	2.02	2	intersection	5	97	intersection4	red	0	9999
196.02	8.03	2	fix	n/a	98	n/a	white	n/a	n/a
204.05	1.95	2	scrambledobj	9	102	scrambledobj4	red	0	9999
206	2.0	2	scrambledobj	9	103	scrambledobj1	red	0	9999
208	2.0	2	scrambledobj	9	104	scrambledobj3	green	1	613.68
210	2.0	2	scrambledobj	9	105	scrambledobj2	red	0	9999
212	2.0	2	scrambledobj	9	106	scrambledobj2	red	0	9999
214	2.0	2	scrambledobj	9	107	scrambledobj3	red	0	9999
216	2.0	2	scrambledobj	9	108	scrambledobj1	green	1	552.52
218	2.01	2	scrambledobj	9	109	scrambledobj4	red	0	9999
220.01	8.03	2	fix	n/a	110	n/a	white	n/a	n/a
228.04	1.96	2	ID	3	114	n/a	red	0	9999
230	2.0	2	ID	3	115	n/a	red	0	9999
232	2.0	2	ID	3	116	n/a	red	0	9999
234	2.0	2	ID	3	117	n/a	red	0	9999
236	2.0	2	ID	3	118	n/a	green	1	448.48
238	2.0	2	ID	3	119	n/a	red	0	9999
240	2.0	2	ID	3	120	n/a	red	0	9999
242	2.02	2	ID	3	121	n/a	green	1	522.77
244.02	8.03	2	fix	n/a	122	n/a	white	n/a	n/a
252.05	1.95	2	SpId	2	126	n/a	green	1	725.38
254	2.0	2	SpId	2	127	n/a	red	0	9999
256	2.0	2	SpId	2	128	n/a	red	0	9999
258	2.0	2	SpId	2	129	n/a	red	0	9999
260	2.0	2	SpId	2	130	n/a	red	0	9999
262	2.0	2	SpId	2	131	n/a	red	0	9999
264	2.0	2	SpId	2	132	n/a	red	0	9999
266	2.01	2	SpId	2	133	n/a	green	1	907.35
268.01	8.03	2	fix	n/a	134	n/a	white	n/a	n/a
276.04	1.96	2	scrambledobj	9	138	scrambledobj1	red	0	9999
278	2.0	2	scrambledobj	9	139	scrambledobj2	red	0	9999
280	2.0	2	scrambledobj	9	140	scrambledobj4	red	0	9999
282	2.0	2	scrambledobj	9	141	scrambledobj3	green	1	561.28
284	2.0	2	scrambledobj	9	142	scrambledobj3	red	0	9999
286	2.0	2	scrambledobj	9	143	scrambledobj4	red	0	9999
288	2.0	2	scrambledobj	9	144	scrambledobj1	red	0	9999
290	2.02	2	scrambledobj	9	145	scrambledobj2	green	1	524.57
292.02	8.03	2	fix	n/a	146	n/a	white	n/a	n/a
300.05	1.95	2	intersection	5	150	intersection4	red	0	9999
302	2.0	2	intersection	5	151	intersection2	red	0	9999
304	2.0	2	intersection	5	152	intersection3	red	0	9999
306	2.0	2	intersection	5	153	intersection1	green	1	609.38
308	2.0	2	intersection	5	154	intersection3	green	1	803.28
310	2.0	2	intersection	5	155	intersection2	red	0	9999
312	2.0	2	intersection	5	156	intersection1	red	0	9999
314	2.01	2	intersection	5	157	intersection4	red	0	9999
316.01	8.03	2	fix	n/a	158	n/a	white	n/a	n/a
324.04	1.96	2	longroad	6	162	longroad2	red	0	9999
326	2.0	2	longroad	6	163	longroad4	red	0	9999
328	2.0	2	longroad	6	164	longroad1	red	0	9999
330	2.0	2	longroad	6	165	longroad3	green	0	9999
332	2.0	2	longroad	6	166	longroad2	red	0	9999
334	2.0	2	longroad	6	167	longroad4	red	0	9999
336	2.0	2	longroad	6	168	longroad3	green	1	557.88
338	2.02	2	longroad	6	169	longroad1	red	0	9999
340.02	8.03	2	fix	n/a	170	n/a	white	n/a	n/a
348.05	1.95	2	Sp	1	174	n/a	red	0	9999
350	2.0	2	Sp	1	175	n/a	red	0	9999
352	2.0	2	Sp	1	176	n/a	green	1	602.84
354	2.0	2	Sp	1	177	n/a	red	0	9999
356	2.0	2	Sp	1	178	n/a	red	0	9999
358	2.0	2	Sp	1	179	n/a	green	1	454.32
360	2.0	2	Sp	1	180	n/a	red	0	9999
362	2.01	2	Sp	1	181	n/a	red	0	9999
364.01	8.03	2	fix	n/a	182	n/a	white	n/a	n/a
372.04	1.96	2	hallway	7	186	hallway3	red	0	9999
374	2.0	2	hallway	7	187	hallway1	green	1	634.97
376	2.0	2	hallway	7	188	hallway4	red	0	9999
378	2.0	2	hallway	7	189	hallway2	red	0	9999
380	2.0	2	hallway	7	190	hallway3	red	0	9999
382	2.0	2	hallway	7	191	hallway2	red	0	9999
384	2.0	2	hallway	7	192	hallway4	green	1	510.85
386	2.01	2	hallway	7	193	hallway1	red	0	9999
388.01	8.04	2	fix	n/a	194	n/a	white	n/a	n/a
396.05	1.95	2	NC	4	198	n/a	green	1	778.91
398	2.0	2	NC	4	199	n/a	green	1	684.91
400	2.0	2	NC	4	200	n/a	red	0	9999
402	2.0	2	NC	4	201	n/a	red	0	9999
404	2.0	2	NC	4	202	n/a	red	0	9999
406	2.0	2	NC	4	203	n/a	red	0	9999
408	2.0	2	NC	4	204	n/a	red	0	9999
410	2.0	2	NC	4	205	n/a	red	0	9999
412	8.07	2	fix	n/a	206	n/a	white	n/a	n/a
420.07	1.93	2	wkobj	8	210	wkobj4	red	0	9999
422	2.0	2	wkobj	8	211	wkobj3	red	0	9999
424	2.0	2	wkobj	8	212	wkobj1	red	0	9999
426	2.0	2	wkobj	8	213	wkobj2	red	0	9999
428	2.0	2	wkobj	8	214	wkobj3	green	1	543.25
430	2.0	2	wkobj	8	215	wkobj2	green	1	1007.87
432	2.0	2	wkobj	8	216	wkobj1	red	0	9999
434	2.01	2	wkobj	8	217	wkobj4	red	0	9999
436.01	12.04	2	fix	n/a	218	n/a	white	n/a	n/a
448.05	12	2	EndFix	n/a	224	n/a	white	n/a	n/a
