onset	duration	 pic_onset	 block	 block_kind	 condition	 response
0.363085	12.020569	0.376667	 fix	 fix	 fix	 n/a
12.383654	1.000512	0.021731	1	 Object	 diff	0
13.384166	1.000329	0.020891	1	 Object	 diff	0
14.384495	1.005193	0.020095	1	 Object	 same	1
15.389688	1.000281	0.014503	1	 Object	 diff	0
16.389969	1.000318	0.013853	1	 Object	 diff	0
17.390287	1.000343	0.013219	1	 Object	 diff	0
18.39063	1.000345	0.012409	1	 Object	 same	0
19.390975	1.000344	0.011678	1	 Object	 diff	0
20.391319	1.00034	0.011448	1	 Object	 diff	0
21.391659	1.000347	0.010191	1	 Object	 diff	0
22.392006	1.00034	0.009466	1	 Object	 diff	0
23.392346	1.000344	0.025458	1	 Object	 diff	0
24.39269	1.000341	0.024724	1	 Object	 diff	0
25.393031	1.000346	0.024011	1	 Object	 diff	0
26.393377	1.000356	0.023274	1	 Object	 diff	0
27.393733	1.001129	0.022533	1	 Object	 diff	0
28.394862	7.98583	28.394862	 fix	 fix	 fix	 n/a
36.380692	1.000347	0.015421	2	 Scene	 diff	0
37.381039	1.000347	0.014702	2	 Scene	 diff	0
38.381386	1.000342	0.013946	2	 Scene	 same	0
39.381728	1.000369	0.01334	2	 Scene	 diff	0
40.382097	1.000344	0.012468	2	 Scene	 diff	0
41.382441	1.000337	0.011828	2	 Scene	 diff	0
42.382778	1.000347	0.011005	2	 Scene	 diff	0
43.383125	1.000343	0.026998	2	 Scene	 diff	0
44.383468	1.000381	0.009532	2	 Scene	 diff	0
45.383849	1.00035	0.025506	2	 Scene	 diff	0
46.384199	1.000321	0.024774	2	 Scene	 diff	0
47.38452	1.000352	0.024077	2	 Scene	 diff	0
48.384872	1.000346	0.023339	2	 Scene	 diff	0
49.385218	1.000335	0.022561	2	 Scene	 same	0
50.385553	1.000508	0.021855	2	 Scene	 diff	0
51.386061	1.000333	0.021005	2	 Scene	 diff	0
52.386394	7.994338	52.386394	 fix	 fix	 fix	 n/a
60.380732	1.000362	0.02283	3	 Object	 diff	0
61.381094	1.000346	0.022081	3	 Object	 diff	0
62.38144	1.000354	0.021354	3	 Object	 same	0
63.381794	1.000373	0.020596	3	 Object	 diff	0
64.382167	1.000389	0.019843	3	 Object	 diff	0
65.382556	1.000351	0.019077	3	 Object	 diff	0
66.382907	1.00035	0.018335	3	 Object	 same	0
67.383257	1.00032	0.017593	3	 Object	 diff	0
68.383577	1.000345	0.016962	3	 Object	 diff	0
69.383922	1.000348	0.016154	3	 Object	 diff	0
70.38427	1.000358	0.015431	3	 Object	 diff	0
71.384628	1.000349	0.014708	3	 Object	 diff	0
72.384977	1.000317	0.014092	3	 Object	 diff	0
73.385294	1.000352	0.013242	3	 Object	 diff	0
74.385646	1.000361	0.012499	3	 Object	 diff	0
75.386007	1.000516	0.011757	3	 Object	 diff	0
76.386523	7.994239	76.386523	 fix	 fix	 fix	 n/a
84.380762	1.000352	0.013664	4	 Scene	 diff	0
85.381114	1.00035	0.0128	4	 Scene	 diff	0
86.381464	1.000353	0.012073	4	 Scene	 diff	0
87.381817	1.00046	0.011333	4	 Scene	 same	0
88.382277	1.00035	0.010471	4	 Scene	 diff	0
89.382627	1.000349	0.009725	4	 Scene	 diff	0
90.382976	1.000355	0.025735	4	 Scene	 diff	0
91.383331	1.000506	0.024985	4	 Scene	 diff	0
92.383837	1.000353	0.024091	4	 Scene	 same	0
93.38419	1.000327	0.023382	4	 Scene	 diff	0
94.384517	1.000358	0.022622	4	 Scene	 diff	0
95.384875	1.000353	0.022229	4	 Scene	 diff	0
96.385228	1.000347	0.021138	4	 Scene	 diff	0
97.385575	1.000335	0.020418	4	 Scene	 diff	0
98.38591	1.000346	0.019698	4	 Scene	 diff	0
99.386256	1.000334	0.018961	4	 Scene	 diff	0
100.38659	7.99422	100.38659	 fix	 fix	 fix	 n/a
108.38081	1.000374	0.020943	5	 Object	 diff	0
109.381184	1.000349	0.020194	5	 Object	 diff	0
110.381533	1.000354	0.019439	5	 Object	 diff	0
111.381887	1.000396	0.018721	5	 Object	 diff	0
112.382283	1.000433	0.017918	5	 Object	 diff	0
113.382716	1.000353	0.017105	5	 Object	 diff	0
114.383069	1.000354	0.016361	5	 Object	 diff	0
