onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
254	2.0	2	wkobj	8	127	wkobj3	green	1	770.69
256	2.0	2	wkobj	8	128	wkobj2	red	0	9999
258	2.0	2	wkobj	8	129	wkobj1	green	1	739.83
260	2.0	2	wkobj	8	130	wkobj3	red	0	9999
262	2.0	2	wkobj	8	131	wkobj2	red	0	9999
264	2.0	2	wkobj	8	132	wkobj1	red	0	9999
266	2.01	2	wkobj	8	133	wkobj4	red	0	9999
268.01	8.03	2	fix	n/a	134	n/a	white	n/a	n/a
276.04	1.96	2	Sp	1	138	n/a	red	0	9999
278	2.0	2	Sp	1	139	n/a	green	1	1068.49
280	2.0	2	Sp	1	140	n/a	green	1	820.7
282	2.0	2	Sp	1	141	n/a	red	0	9999
284	2.0	2	Sp	1	142	n/a	red	0	9999
286	2.0	2	Sp	1	143	n/a	red	0	9999
288	2.0	2	Sp	1	144	n/a	red	0	9999
290	2.01	2	Sp	1	145	n/a	red	0	9999
292.01	8.03	2	fix	n/a	146	n/a	white	n/a	n/a
300.04	1.96	2	longroad	6	150	longroad1	red	0	9999
302	2.0	2	longroad	6	151	longroad4	red	0	9999
304	2.0	2	longroad	6	152	longroad2	red	0	9999
306	2.0	2	longroad	6	153	longroad3	red	0	9999
308	2.0	2	longroad	6	154	longroad1	red	0	9999
310	2.0	2	longroad	6	155	longroad4	red	0	9999
312	2.0	2	longroad	6	156	longroad3	green	1	832.19
314	2.0	2	longroad	6	157	longroad2	green	1	784.64
316	8.04	2	fix	n/a	158	n/a	white	n/a	n/a
324.04	1.96	2	hallway	7	162	hallway4	red	0	9999
326	2.0	2	hallway	7	163	hallway3	red	0	9999
328	2.0	2	hallway	7	164	hallway2	red	0	9999
330	2.0	2	hallway	7	165	hallway1	red	0	9999
332	2.0	2	hallway	7	166	hallway2	green	1	558.94
334	2.0	2	hallway	7	167	hallway4	red	0	9999
336	2.0	2	hallway	7	168	hallway3	red	0	9999
338	2.01	2	hallway	7	169	hallway1	green	1	665.37
340.01	8.03	2	fix	n/a	170	n/a	white	n/a	n/a
348.04	1.96	2	NC	4	174	n/a	red	0	9999
350	2.0	2	NC	4	175	n/a	green	1	782.6
352	2.0	2	NC	4	176	n/a	red	0	9999
354	2.0	2	NC	4	177	n/a	red	0	9999
356	2.0	2	NC	4	178	n/a	red	0	9999
358	2.0	2	NC	4	179	n/a	red	0	9999
360	2.0	2	NC	4	180	n/a	green	1	866.65
362	2.02	2	NC	4	181	n/a	red	0	9999
364.02	8.03	2	fix	n/a	182	n/a	white	n/a	n/a
372.05	1.95	2	scrambledobj	9	186	scrambledobj2	red	0	9999
374	2.0	2	scrambledobj	9	187	scrambledobj4	red	0	9999
376	2.0	2	scrambledobj	9	188	scrambledobj1	red	0	9999
378	2.0	2	scrambledobj	9	189	scrambledobj3	green	1	1968.53
380	2.0	2	scrambledobj	9	190	scrambledobj1	green	1	0.55
382	2.0	2	scrambledobj	9	191	scrambledobj2	red	0	9999
384	2.0	2	scrambledobj	9	192	scrambledobj4	red	0	9999
386	2.01	2	scrambledobj	9	193	scrambledobj3	red	0	9999
388.01	8.04	2	fix	n/a	194	n/a	white	n/a	n/a
396.05	1.95	2	SpId	2	198	n/a	red	0	9999
398	2.0	2	SpId	2	199	n/a	red	0	9999
400	2.0	2	SpId	2	200	n/a	red	0	9999
402	2.0	2	SpId	2	201	n/a	red	0	9999
404	2.0	2	SpId	2	202	n/a	green	1	882.37
406	2.0	2	SpId	2	203	n/a	red	0	9999
408	2.0	2	SpId	2	204	n/a	red	0	9999
410	2.02	2	SpId	2	205	n/a	green	1	956.48
412.02	8.03	2	fix	n/a	206	n/a	white	n/a	n/a
420.05	1.95	2	intersection	5	210	intersection4	red	0	9999
422	2.0	2	intersection	5	211	intersection2	green	1	720.92
424	2.0	2	intersection	5	212	intersection1	green	1	841.3
426	2.0	2	intersection	5	213	intersection3	red	0	9999
428	2.0	2	intersection	5	214	intersection2	red	0	9999
430	2.0	2	intersection	5	215	intersection1	red	0	9999
432	2.0	2	intersection	5	216	intersection4	red	0	9999
434	2.01	2	intersection	5	217	intersection3	red	0	9999
436.01	12.03	2	fix	n/a	218	n/a	white	n/a	n/a
448.04	12	2	EndFix	n/a	224	n/a	white	n/a	n/a
