onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
168	2.0	2	scrambledobj	9	84	scrambledobj1	red	0	9999
170	2.01	2	scrambledobj	9	85	scrambledobj3	red	0	9999
172.01	8.03	2	fix	n/a	86	n/a	white	n/a	n/a
180.04	1.96	2	longroad	6	90	longroad3	green	1	582.04
182	2.0	2	longroad	6	91	longroad4	red	0	9999
184	2.0	2	longroad	6	92	longroad2	red	0	9999
186	2.0	2	longroad	6	93	longroad1	green	1	545.06
188	2.0	2	longroad	6	94	longroad2	red	0	9999
190	2.0	2	longroad	6	95	longroad3	red	0	9999
192	2.0	2	longroad	6	96	longroad1	red	0	9999
194	2.02	2	longroad	6	97	longroad4	red	0	9999
196.02	8.03	2	fix	n/a	98	n/a	white	n/a	n/a
204.05	1.95	2	wkobj	8	102	wkobj1	red	0	9999
206	2.0	2	wkobj	8	103	wkobj2	red	0	9999
208	2.0	2	wkobj	8	104	wkobj3	red	0	9999
210	2.0	2	wkobj	8	105	wkobj4	red	0	9999
212	2.0	2	wkobj	8	106	wkobj3	green	1	555.03
214	2.0	2	wkobj	8	107	wkobj4	red	0	9999
216	2.0	2	wkobj	8	108	wkobj2	red	0	9999
218	2.01	2	wkobj	8	109	wkobj1	green	1	565.78
220.01	8.03	2	fix	n/a	110	n/a	white	n/a	n/a
228.04	1.96	2	intersection	5	114	intersection4	red	0	9999
230	2.0	2	intersection	5	115	intersection3	green	1	538.52
232	2.0	2	intersection	5	116	intersection2	green	0	9999
234	2.0	2	intersection	5	117	intersection1	red	0	9999
236	2.0	2	intersection	5	118	intersection3	red	0	9999
238	2.0	2	intersection	5	119	intersection4	red	0	9999
240	2.0	2	intersection	5	120	intersection2	red	0	9999
242	2.02	2	intersection	5	121	intersection1	red	0	9999
244.02	8.03	2	fix	n/a	122	n/a	white	n/a	n/a
252.05	1.95	2	NC	4	126	n/a	green	1	576.74
254	2.0	2	NC	4	127	n/a	red	0	9999
256	2.0	2	NC	4	128	n/a	green	1	524.47
258	2.0	2	NC	4	129	n/a	red	0	9999
260	2.0	2	NC	4	130	n/a	red	0	9999
262	2.0	2	NC	4	131	n/a	red	0	9999
264	2.0	2	NC	4	132	n/a	red	0	9999
266	2.01	2	NC	4	133	n/a	red	0	9999
268.01	8.03	2	fix	n/a	134	n/a	white	n/a	n/a
276.04	1.96	2	longroad	6	138	longroad4	red	0	9999
278	2.0	2	longroad	6	139	longroad3	green	1	675.84
280	2.0	2	longroad	6	140	longroad2	red	0	9999
282	2.0	2	longroad	6	141	longroad1	red	0	9999
284	2.0	2	longroad	6	142	longroad1	red	0	9999
286	2.0	2	longroad	6	143	longroad2	green	1	631.3
288	2.0	2	longroad	6	144	longroad4	red	0	9999
290	2.01	2	longroad	6	145	longroad3	red	0	9999
292.01	8.03	2	fix	n/a	146	n/a	white	n/a	n/a
300.04	1.96	2	scrambledobj	9	150	scrambledobj2	red	0	9999
302	2.0	2	scrambledobj	9	151	scrambledobj4	green	1	404.51
304	2.0	2	scrambledobj	9	152	scrambledobj1	red	0	9999
306	2.0	2	scrambledobj	9	153	scrambledobj3	red	0	9999
308	2.0	2	scrambledobj	9	154	scrambledobj2	green	1	639.3
310	2.0	2	scrambledobj	9	155	scrambledobj3	red	0	9999
312	2.0	2	scrambledobj	9	156	scrambledobj1	red	0	9999
314	2.0	2	scrambledobj	9	157	scrambledobj4	red	0	9999
316	8.04	2	fix	n/a	158	n/a	white	n/a	n/a
324.04	1.96	2	SpId	2	162	n/a	red	0	9999
326	2.0	2	SpId	2	163	n/a	red	0	9999
328	2.0	2	SpId	2	164	n/a	green	1	486.47
330	2.0	2	SpId	2	165	n/a	red	0	9999
332	2.0	2	SpId	2	166	n/a	green	1	544.42
334	2.0	2	SpId	2	167	n/a	red	0	9999
336	2.0	2	SpId	2	168	n/a	red	0	9999
338	2.01	2	SpId	2	169	n/a	red	0	9999
340.01	8.04	2	fix	n/a	170	n/a	white	n/a	n/a
348.05	1.95	2	hallway	7	174	hallway4	red	0	9999
350	2.0	2	hallway	7	175	hallway1	red	0	9999
352	2.0	2	hallway	7	176	hallway2	green	1	526.95
354	2.0	2	hallway	7	177	hallway3	red	0	9999
356	2.0	2	hallway	7	178	hallway1	red	0	9999
358	2.0	2	hallway	7	179	hallway2	red	0	9999
360	2.0	2	hallway	7	180	hallway4	red	0	9999
362	2.02	2	hallway	7	181	hallway3	green	1	451.01
364.02	8.03	2	fix	n/a	182	n/a	white	n/a	n/a
372.05	1.95	2	Sp	1	186	n/a	red	0	9999
374	2.0	2	Sp	1	187	n/a	red	0	9999
376	2.0	2	Sp	1	188	n/a	red	0	9999
378	2.0	2	Sp	1	189	n/a	red	0	9999
380	2.0	2	Sp	1	190	n/a	red	0	9999
382	2.0	2	Sp	1	191	n/a	green	1	563.01
384	2.0	2	Sp	1	192	n/a	green	1	843.02
386	2.01	2	Sp	1	193	n/a	red	0	9999
388.01	8.04	2	fix	n/a	194	n/a	white	n/a	n/a
396.05	1.95	2	wkobj	8	198	wkobj3	green	1	644.92
398	2.0	2	wkobj	8	199	wkobj2	red	0	9999
400	2.0	2	wkobj	8	200	wkobj1	red	0	9999
402	2.0	2	wkobj	8	201	wkobj4	green	1	561.47
404	2.0	2	wkobj	8	202	wkobj1	red	0	9999
406	2.0	2	wkobj	8	203	wkobj3	red	0	9999
408	2.0	2	wkobj	8	204	wkobj4	red	0	9999
410	2.02	2	wkobj	8	205	wkobj2	red	0	9999
412.02	8.03	2	fix	n/a	206	n/a	white	n/a	n/a
420.05	1.95	2	ID	3	210	n/a	red	0	9999
422	2.0	2	ID	3	211	n/a	red	0	9999
424	2.0	2	ID	3	212	n/a	green	1	586.3
426	2.0	2	ID	3	213	n/a	red	0	9999
428	2.0	2	ID	3	214	n/a	green	1	571.64
430	2.0	2	ID	3	215	n/a	red	0	9999
432	2.0	2	ID	3	216	n/a	red	0	9999
434	2.01	2	ID	3	217	n/a	red	0	9999
436.01	12.03	2	fix	n/a	218	n/a	white	n/a	n/a
448.04	12	2	EndFix	n/a	224	n/a	white	n/a	n/a
