onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
284	2.0	1	NC	4	142	n/a	green	1	666.63
286	2.0	1	NC	4	143	n/a	red	0	9999
288	2.0	1	NC	4	144	n/a	red	0	9999
290	2.0	1	NC	4	145	n/a	red	0	9999
292	8.04	1	fix	n/a	146	n/a	white	n/a	n/a
300.04	1.96	1	ID	3	150	n/a	red	0	9999
302	2.0	1	ID	3	151	n/a	green	1	650.28
304	2.0	1	ID	3	152	n/a	red	0	9999
306	2.0	1	ID	3	153	n/a	red	0	9999
308	2.0	1	ID	3	154	n/a	red	0	9999
310	2.0	1	ID	3	155	n/a	green	1	605.53
312	2.0	1	ID	3	156	n/a	red	0	9999
314	2.01	1	ID	3	157	n/a	red	0	9999
316.01	8.03	1	fix	n/a	158	n/a	white	n/a	n/a
324.04	1.96	1	scrambledobj	9	162	scrambledobj4	red	0	9999
326	2.0	1	scrambledobj	9	163	scrambledobj3	red	0	9999
328	2.0	1	scrambledobj	9	164	scrambledobj2	red	0	9999
330	2.0	1	scrambledobj	9	165	scrambledobj1	green	1	755.15
332	2.0	1	scrambledobj	9	166	scrambledobj2	red	0	9999
334	2.0	1	scrambledobj	9	167	scrambledobj3	red	0	9999
336	2.0	1	scrambledobj	9	168	scrambledobj4	green	1	709.61
338	2.02	1	scrambledobj	9	169	scrambledobj1	red	0	9999
340.02	8.03	1	fix	n/a	170	n/a	white	n/a	n/a
348.05	1.95	1	SpId	2	174	n/a	red	0	9999
350	2.0	1	SpId	2	175	n/a	red	0	9999
352	2.0	1	SpId	2	176	n/a	red	0	9999
354	2.0	1	SpId	2	177	n/a	red	0	9999
356	2.0	1	SpId	2	178	n/a	green	1	582.62
358	2.0	1	SpId	2	179	n/a	red	0	9999
360	2.0	1	SpId	2	180	n/a	green	1	607.76
362	2.01	1	SpId	2	181	n/a	red	0	9999
364.01	8.03	1	fix	n/a	182	n/a	white	n/a	n/a
372.04	1.96	1	wkobj	8	186	wkobj4	red	0	9999
374	2.0	1	wkobj	8	187	wkobj2	green	1	548.13
376	2.0	1	wkobj	8	188	wkobj1	red	0	9999
378	2.0	1	wkobj	8	189	wkobj3	red	0	9999
380	2.0	1	wkobj	8	190	wkobj1	red	0	9999
382	2.0	1	wkobj	8	191	wkobj3	green	1	710.83
384	2.0	1	wkobj	8	192	wkobj4	red	0	9999
386	2.02	1	wkobj	8	193	wkobj2	red	0	9999
388.02	8.03	1	fix	n/a	194	n/a	white	n/a	n/a
396.05	1.95	1	Sp	1	198	n/a	red	0	9999
398	2.0	1	Sp	1	199	n/a	green	1	662.29
400	2.0	1	Sp	1	200	n/a	red	0	9999
402	2.0	1	Sp	1	201	n/a	red	0	9999
404	2.0	1	Sp	1	202	n/a	red	0	9999
406	2.0	1	Sp	1	203	n/a	red	0	9999
408	2.0	1	Sp	1	204	n/a	red	0	9999
410	2.01	1	Sp	1	205	n/a	green	1	489.43
412.01	8.03	1	fix	n/a	206	n/a	white	n/a	n/a
420.04	1.96	1	hallway	7	210	hallway3	red	0	9999
422	2.0	1	hallway	7	211	hallway2	red	0	9999
424	2.0	1	hallway	7	212	hallway1	red	0	9999
426	2.0	1	hallway	7	213	hallway4	red	0	9999
428	2.0	1	hallway	7	214	hallway3	green	1	679.91
430	2.0	1	hallway	7	215	hallway4	red	0	9999
432	2.0	1	hallway	7	216	hallway1	green	1	697.06
434	2.02	1	hallway	7	217	hallway2	red	0	9999
436.02	12.03	1	fix	n/a	218	n/a	white	n/a	n/a
448.05	12	1	EndFix	n/a	224	n/a	white	n/a	n/a
