onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
406	2.0	1	NC	4	203	n/a	green	1	973.77
408	2.0	1	NC	4	204	n/a	red	0	9999
410	2.01	1	NC	4	205	n/a	red	0	9999
412.01	8.04	1	fix	n/a	206	n/a	white	n/a	n/a
420.05	1.95	1	hallway	7	210	hallway4	green	1	720.25
422	2.0	1	hallway	7	211	hallway1	red	0	9999
424	2.0	1	hallway	7	212	hallway3	red	0	9999
426	2.0	1	hallway	7	213	hallway2	red	0	9999
428	2.0	1	hallway	7	214	hallway2	green	1	580.15
430	2.0	1	hallway	7	215	hallway3	red	0	9999
432	2.0	1	hallway	7	216	hallway1	red	0	9999
434	2.02	1	hallway	7	217	hallway4	red	0	9999
436.02	12.03	1	fix	n/a	218	n/a	white	n/a	n/a
448.05	12	1	EndFix	n/a	224	n/a	white	n/a	n/a
