onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
194	2.01	2	wkobj	8	97	wkobj4	red	0	9999
196.01	8.03	2	fix	n/a	98	n/a	white	n/a	n/a
204.04	1.96	2	ID	3	102	n/a	green	1	711.24
206	2.0	2	ID	3	103	n/a	green	1	753.46
208	2.0	2	ID	3	104	n/a	red	0	9999
210	2.0	2	ID	3	105	n/a	red	0	9999
212	2.0	2	ID	3	106	n/a	red	0	9999
214	2.0	2	ID	3	107	n/a	red	0	9999
216	2.0	2	ID	3	108	n/a	red	0	9999
218	2.02	2	ID	3	109	n/a	red	0	9999
220.02	8.03	2	fix	n/a	110	n/a	white	n/a	n/a
228.05	1.95	2	longroad	6	114	longroad4	green	1	798.57
230	2.0	2	longroad	6	115	longroad3	red	0	9999
232	2.0	2	longroad	6	116	longroad2	red	0	9999
234	2.0	2	longroad	6	117	longroad1	green	1	922.13
236	2.0	2	longroad	6	118	longroad4	red	0	9999
238	2.0	2	longroad	6	119	longroad3	red	0	9999
240	2.0	2	longroad	6	120	longroad1	red	0	9999
242	2.01	2	longroad	6	121	longroad2	red	0	9999
244.01	8.03	2	fix	n/a	122	n/a	white	n/a	n/a
252.04	1.96	2	hallway	7	126	hallway2	red	0	9999
254	2.0	2	hallway	7	127	hallway1	red	0	9999
256	2.0	2	hallway	7	128	hallway3	green	1	618.48
258	2.0	2	hallway	7	129	hallway4	green	1	763.92
260	2.0	2	hallway	7	130	hallway2	red	0	9999
262	2.0	2	hallway	7	131	hallway4	red	0	9999
264	2.0	2	hallway	7	132	hallway3	red	0	9999
266	2.02	2	hallway	7	133	hallway1	red	0	9999
268.02	8.02	2	fix	n/a	134	n/a	white	n/a	n/a
276.04	1.96	2	SpId	2	138	n/a	red	0	9999
278	2.0	2	SpId	2	139	n/a	green	1	724.14
280	2.0	2	SpId	2	140	n/a	red	0	9999
282	2.0	2	SpId	2	141	n/a	red	0	9999
284	2.0	2	SpId	2	142	n/a	green	1	677.37
286	2.0	2	SpId	2	143	n/a	red	0	9999
288	2.0	2	SpId	2	144	n/a	red	0	9999
290	2.01	2	SpId	2	145	n/a	red	0	9999
292.01	8.03	2	fix	n/a	146	n/a	white	n/a	n/a
300.04	1.96	2	NC	4	150	n/a	red	0	9999
302	2.0	2	NC	4	151	n/a	green	1	595.94
304	2.0	2	NC	4	152	n/a	red	0	9999
306	2.0	2	NC	4	153	n/a	red	0	9999
308	2.0	2	NC	4	154	n/a	red	0	9999
310	2.0	2	NC	4	155	n/a	green	1	647.43
312	2.0	2	NC	4	156	n/a	red	0	9999
314	2.01	2	NC	4	157	n/a	red	0	9999
316.01	8.04	2	fix	n/a	158	n/a	white	n/a	n/a
324.05	1.95	2	intersection	5	162	intersection3	green	1	746.22
326	2.0	2	intersection	5	163	intersection4	red	0	9999
328	2.0	2	intersection	5	164	intersection1	red	0	9999
330	2.0	2	intersection	5	165	intersection2	red	0	9999
332	2.0	2	intersection	5	166	intersection2	red	0	9999
334	2.0	2	intersection	5	167	intersection3	green	1	679.67
336	2.0	2	intersection	5	168	intersection4	red	0	9999
338	2.02	2	intersection	5	169	intersection1	red	0	9999
340.02	8.03	2	fix	n/a	170	n/a	white	n/a	n/a
348.05	1.95	2	ID	3	174	n/a	red	0	9999
350	2.0	2	ID	3	175	n/a	red	0	9999
352	2.0	2	ID	3	176	n/a	red	0	9999
354	2.0	2	ID	3	177	n/a	green	1	1080.04
356	2.0	2	ID	3	178	n/a	green	1	656.3
358	2.0	2	ID	3	179	n/a	red	0	9999
360	2.0	2	ID	3	180	n/a	red	0	9999
362	2.01	2	ID	3	181	n/a	red	0	9999
364.01	8.04	2	fix	n/a	182	n/a	white	n/a	n/a
372.05	1.95	2	scrambledobj	9	186	scrambledobj4	red	0	9999
374	2.0	2	scrambledobj	9	187	scrambledobj2	red	0	9999
376	2.0	2	scrambledobj	9	188	scrambledobj1	red	0	9999
378	2.0	2	scrambledobj	9	189	scrambledobj3	red	0	9999
380	2.0	2	scrambledobj	9	190	scrambledobj1	green	1	784.02
382	2.0	2	scrambledobj	9	191	scrambledobj3	green	1	1145.87
384	2.0	2	scrambledobj	9	192	scrambledobj2	red	0	9999
386	2.02	2	scrambledobj	9	193	scrambledobj4	red	0	9999
388.02	8.04	2	fix	n/a	194	n/a	white	n/a	n/a
396.06	1.94	2	Sp	1	198	n/a	red	0	9999
398	2.0	2	Sp	1	199	n/a	red	0	9999
400	2.0	2	Sp	1	200	n/a	red	0	9999
402	2.0	2	Sp	1	201	n/a	red	0	9999
404	2.0	2	Sp	1	202	n/a	green	1	817.95
406	2.0	2	Sp	1	203	n/a	green	1	955.88
408	2.0	2	Sp	1	204	n/a	red	0	9999
410	2.01	2	Sp	1	205	n/a	red	0	9999
412.01	8.04	2	fix	n/a	206	n/a	white	n/a	n/a
420.05	1.95	2	wkobj	8	210	wkobj2	red	0	9999
422	2.0	2	wkobj	8	211	wkobj1	green	1	847.81
424	2.0	2	wkobj	8	212	wkobj3	red	0	9999
426	2.0	2	wkobj	8	213	wkobj4	red	0	9999
428	2.0	2	wkobj	8	214	wkobj1	red	0	9999
430	2.0	2	wkobj	8	215	wkobj2	green	1	747.09
432	2.0	2	wkobj	8	216	wkobj4	red	0	9999
434	2.02	2	wkobj	8	217	wkobj3	red	0	9999
436.02	12.03	2	fix	n/a	218	n/a	white	n/a	n/a
448.05	12	2	EndFix	n/a	224	n/a	white	n/a	n/a
