onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
148.01	8.03	2	fix	n/a	74	n/a	white	n/a	n/a
156.04	1.96	2	intersection	5	78	intersection1	green	1	793.89
158	2.0	2	intersection	5	79	intersection3	red	0	9999
160	2.0	2	intersection	5	80	intersection2	red	0	9999
162	2.0	2	intersection	5	81	intersection4	green	1	789.26
164	2.0	2	intersection	5	82	intersection3	red	0	9999
166	2.0	2	intersection	5	83	intersection4	red	0	9999
168	2.0	2	intersection	5	84	intersection1	red	0	9999
170	2.0	2	intersection	5	85	intersection2	red	0	9999
172	8.03	2	fix	n/a	86	n/a	white	n/a	n/a
180.03	1.97	2	ID	3	90	n/a	green	1	707.51
182	2.0	2	ID	3	91	n/a	red	0	9999
184	2.0	2	ID	3	92	n/a	red	0	9999
186	2.0	2	ID	3	93	n/a	red	0	9999
188	2.0	2	ID	3	94	n/a	red	0	9999
190	2.0	2	ID	3	95	n/a	green	1	1025.45
192	2.0	2	ID	3	96	n/a	red	0	9999
194	2.01	2	ID	3	97	n/a	red	0	9999
196.01	8.03	2	fix	n/a	98	n/a	white	n/a	n/a
204.04	1.96	2	hallway	7	102	hallway2	red	0	9999
206	2.0	2	hallway	7	103	hallway4	red	0	9999
208	2.0	2	hallway	7	104	hallway3	green	1	591.08
210	2.0	2	hallway	7	105	hallway1	red	0	9999
212	2.0	2	hallway	7	106	hallway4	red	0	9999
214	2.0	2	hallway	7	107	hallway1	red	0	9999
216	2.0	2	hallway	7	108	hallway2	green	1	489.57
218	2.02	2	hallway	7	109	hallway3	red	0	9999
220.02	8.03	2	fix	n/a	110	n/a	white	n/a	n/a
228.05	1.95	2	wkobj	8	114	wkobj4	red	0	9999
230	2.0	2	wkobj	8	115	wkobj1	red	0	9999
232	2.0	2	wkobj	8	116	wkobj3	red	0	9999
234	2.0	2	wkobj	8	117	wkobj2	green	1	417.1
236	2.0	2	wkobj	8	118	wkobj2	green	1	737.27
238	2.0	2	wkobj	8	119	wkobj1	red	0	9999
240	2.0	2	wkobj	8	120	wkobj3	red	0	9999
242	2.01	2	wkobj	8	121	wkobj4	red	0	9999
244.01	8.03	2	fix	n/a	122	n/a	white	n/a	n/a
252.04	1.96	2	Sp	1	126	n/a	red	0	9999
254	2.0	2	Sp	1	127	n/a	green	1	527.96
256	2.0	2	Sp	1	128	n/a	red	0	9999
258	2.0	2	Sp	1	129	n/a	red	0	9999
260	2.0	2	Sp	1	130	n/a	green	1	402.63
262	2.0	2	Sp	1	131	n/a	red	0	9999
264	2.0	2	Sp	1	132	n/a	red	0	9999
266	2.02	2	Sp	1	133	n/a	red	0	9999
268.02	8.03	2	fix	n/a	134	n/a	white	n/a	n/a
276.05	1.95	2	SpId	2	138	n/a	red	0	9999
278	2.0	2	SpId	2	139	n/a	red	0	9999
280	2.0	2	SpId	2	140	n/a	green	1	586.5
282	2.0	2	SpId	2	141	n/a	red	0	9999
284	2.0	2	SpId	2	142	n/a	green	0	9999
286	2.0	2	SpId	2	143	n/a	red	0	9999
288	2.0	2	SpId	2	144	n/a	red	0	9999
290	2.01	2	SpId	2	145	n/a	red	0	9999
292.01	8.03	2	fix	n/a	146	n/a	white	n/a	n/a
300.04	1.96	2	ID	3	150	n/a	red	0	9999
302	2.0	2	ID	3	151	n/a	red	0	9999
304	2.0	2	ID	3	152	n/a	red	0	9999
306	2.0	2	ID	3	153	n/a	red	0	9999
308	2.0	2	ID	3	154	n/a	green	1	556.94
310	2.0	2	ID	3	155	n/a	green	1	445.21
312	2.0	2	ID	3	156	n/a	red	0	9999
314	2.02	2	ID	3	157	n/a	red	0	9999
316.02	8.03	2	fix	n/a	158	n/a	white	n/a	n/a
324.05	1.95	2	NC	4	162	n/a	red	0	9999
326	2.0	2	NC	4	163	n/a	red	0	9999
328	2.0	2	NC	4	164	n/a	red	0	9999
330	2.0	2	NC	4	165	n/a	red	0	9999
332	2.0	2	NC	4	166	n/a	green	0	9999
334	2.0	2	NC	4	167	n/a	red	0	9999
336	2.0	2	NC	4	168	n/a	green	0	9999
338	2.01	2	NC	4	169	n/a	red	0	9999
340.01	8.03	2	fix	n/a	170	n/a	white	n/a	n/a
348.04	1.96	2	scrambledobj	9	174	scrambledobj4	green	1	514.5
350	2.0	2	scrambledobj	9	175	scrambledobj2	red	0	9999
352	2.0	2	scrambledobj	9	176	scrambledobj3	red	0	9999
354	2.0	2	scrambledobj	9	177	scrambledobj1	red	0	9999
356	2.0	2	scrambledobj	9	178	scrambledobj4	red	0	9999
358	2.0	2	scrambledobj	9	179	scrambledobj2	green	1	382.26
360	2.0	2	scrambledobj	9	180	scrambledobj3	red	0	9999
362	2.01	2	scrambledobj	9	181	scrambledobj1	red	0	9999
364.01	8.04	2	fix	n/a	182	n/a	white	n/a	n/a
372.05	1.95	2	hallway	7	186	hallway2	green	1	506.58
374	2.0	2	hallway	7	187	hallway3	red	0	9999
376	2.0	2	hallway	7	188	hallway1	red	0	9999
378	2.0	2	hallway	7	189	hallway4	green	1	389.78
380	2.0	2	hallway	7	190	hallway1	red	0	9999
382	2.0	2	hallway	7	191	hallway3	red	0	9999
384	2.0	2	hallway	7	192	hallway2	red	0	9999
386	2.0	2	hallway	7	193	hallway4	red	0	9999
388	8.04	2	fix	n/a	194	n/a	white	n/a	n/a
396.04	1.96	2	longroad	6	198	longroad4	red	0	9999
398	2.0	2	longroad	6	199	longroad1	red	0	9999
400	2.0	2	longroad	6	200	longroad2	green	1	438.7
402	2.0	2	longroad	6	201	longroad3	red	0	9999
404	2.0	2	longroad	6	202	longroad4	red	0	9999
406	2.0	2	longroad	6	203	longroad1	red	0	9999
408	2.0	2	longroad	6	204	longroad2	red	0	9999
410	2.01	2	longroad	6	205	longroad3	green	1	369.6
412.01	8.04	2	fix	n/a	206	n/a	white	n/a	n/a
420.05	1.95	2	intersection	5	210	intersection1	red	0	9999
422	2.0	2	intersection	5	211	intersection4	red	0	9999
424	2.0	2	intersection	5	212	intersection2	red	0	9999
426	2.0	2	intersection	5	213	intersection3	red	0	9999
428	2.0	2	intersection	5	214	intersection1	green	1	416.84
430	2.0	2	intersection	5	215	intersection2	red	0	9999
432	2.0	2	intersection	5	216	intersection3	red	0	9999
434	2.02	2	intersection	5	217	intersection4	green	1	553.38
436.02	12.04	2	fix	n/a	218	n/a	white	n/a	n/a
448.06	12	2	EndFix	n/a	224	n/a	white	n/a	n/a
