onset	duration	run#	block_kind	current_block	actual_TR	stim_n/ame	fixation_kind	response	RT
138	2.0	1	ID	3	69	n/a	green	0	9999
140	2.0	1	ID	3	70	n/a	red	0	9999
142	2.0	1	ID	3	71	n/a	red	0	9999
144	2.0	1	ID	3	72	n/a	red	0	9999
146	2.01	1	ID	3	73	n/a	red	0	9999
148.01	8.03	1	fix	n/a	74	n/a	white	n/a	n/a
156.04	1.97	1	intersection	5	78	intersection2	red	0	9999
158.01	1.99	1	intersection	5	79	intersection4	red	0	9999
160	2.0	1	intersection	5	80	intersection3	green	1	510.66
162	2.0	1	intersection	5	81	intersection1	red	0	9999
164	2.0	1	intersection	5	82	intersection1	green	1	367.32
166	2.0	1	intersection	5	83	intersection4	red	0	9999
168	2.0	1	intersection	5	84	intersection2	red	0	9999
170	2.02	1	intersection	5	85	intersection3	red	0	9999
172.02	8.02	1	fix	n/a	86	n/a	white	n/a	n/a
180.04	1.96	1	scrambledobj	9	90	scrambledobj3	red	0	9999
182	2.0	1	scrambledobj	9	91	scrambledobj1	red	1	487.59
184	2.0	1	scrambledobj	9	92	scrambledobj2	green	1	0.48
186	2.0	1	scrambledobj	9	93	scrambledobj4	red	0	9999
188	2.0	1	scrambledobj	9	94	scrambledobj4	red	0	9999
190	2.0	1	scrambledobj	9	95	scrambledobj2	green	1	601.44
192	2.0	1	scrambledobj	9	96	scrambledobj3	red	0	9999
194	2.01	1	scrambledobj	9	97	scrambledobj1	red	0	9999
196.01	8.02	1	fix	n/a	98	n/a	white	n/a	n/a
204.03	1.97	1	NC	4	102	n/a	red	0	9999
206	2.0	1	NC	4	103	n/a	green	1	446.05
208	2.0	1	NC	4	104	n/a	red	0	9999
210	2.0	1	NC	4	105	n/a	green	1	545.98
212	2.0	1	NC	4	106	n/a	red	0	9999
214	2.0	1	NC	4	107	n/a	red	0	9999
216	2.0	1	NC	4	108	n/a	red	0	9999
218	2.01	1	NC	4	109	n/a	red	0	9999
220.01	8.03	1	fix	n/a	110	n/a	white	n/a	n/a
228.04	1.96	1	longroad	6	114	longroad4	red	0	9999
230	2.0	1	longroad	6	115	longroad3	green	1	568.35
232	2.0	1	longroad	6	116	longroad1	red	0	9999
234	2.0	1	longroad	6	117	longroad2	red	0	9999
236	2.0	1	longroad	6	118	longroad1	green	1	450.57
238	2.0	1	longroad	6	119	longroad4	red	0	9999
240	2.0	1	longroad	6	120	longroad3	red	0	9999
242	2.01	1	longroad	6	121	longroad2	red	0	9999
244.01	8.03	1	fix	n/a	122	n/a	white	n/a	n/a
252.04	1.96	1	wkobj	8	126	wkobj3	red	0	9999
254	2.0	1	wkobj	8	127	wkobj2	red	0	9999
256	2.0	1	wkobj	8	128	wkobj1	green	1	593.93
258	2.0	1	wkobj	8	129	wkobj4	red	0	9999
260	2.0	1	wkobj	8	130	wkobj4	red	0	9999
262	2.0	1	wkobj	8	131	wkobj1	green	1	554.99
264	2.0	1	wkobj	8	132	wkobj3	red	0	9999
266	2.01	1	wkobj	8	133	wkobj2	red	0	9999
268.01	8.03	1	fix	n/a	134	n/a	white	n/a	n/a
276.04	1.96	1	ID	3	138	n/a	red	0	9999
278	2.0	1	ID	3	139	n/a	red	0	9999
280	2.0	1	ID	3	140	n/a	red	0	9999
282	2.0	1	ID	3	141	n/a	red	0	9999
284	2.0	1	ID	3	142	n/a	green	1	525.12
286	2.0	1	ID	3	143	n/a	green	1	493.39
288	2.0	1	ID	3	144	n/a	red	0	9999
290	2.02	1	ID	3	145	n/a	red	0	9999
292.02	8.03	1	fix	n/a	146	n/a	white	n/a	n/a
300.05	1.95	1	hallway	7	150	hallway1	red	0	9999
302	2.0	1	hallway	7	151	hallway4	red	0	9999
304	2.0	1	hallway	7	152	hallway3	green	1	522.83
306	2.0	1	hallway	7	153	hallway2	red	0	9999
308	2.0	1	hallway	7	154	hallway3	red	0	9999
310	2.0	1	hallway	7	155	hallway4	green	1	517.29
312	2.0	1	hallway	7	156	hallway1	red	0	9999
314	2.01	1	hallway	7	157	hallway2	red	0	9999
316.01	8.03	1	fix	n/a	158	n/a	white	n/a	n/a
324.04	1.96	1	SpId	2	162	n/a	red	0	9999
326	2.0	1	SpId	2	163	n/a	red	0	9999
328	2.0	1	SpId	2	164	n/a	green	1	404.46
330	2.0	1	SpId	2	165	n/a	red	0	9999
332	2.0	1	SpId	2	166	n/a	red	0	9999
334	2.0	1	SpId	2	167	n/a	red	0	9999
336	2.0	1	SpId	2	168	n/a	green	1	391.7
338	2.02	1	SpId	2	169	n/a	red	0	9999
340.02	8.03	1	fix	n/a	170	n/a	white	n/a	n/a
348.05	1.95	1	NC	4	174	n/a	red	0	9999
350	2.0	1	NC	4	175	n/a	green	1	405.49
352	2.0	1	NC	4	176	n/a	red	0	9999
354	2.0	1	NC	4	177	n/a	red	0	9999
356	2.0	1	NC	4	178	n/a	red	0	9999
358	2.0	1	NC	4	179	n/a	red	0	9999
360	2.0	1	NC	4	180	n/a	red	0	9999
362	2.01	1	NC	4	181	n/a	green	1	489.43
364.01	8.03	1	fix	n/a	182	n/a	white	n/a	n/a
372.04	1.96	1	intersection	5	186	intersection4	red	0	9999
374	2.0	1	intersection	5	187	intersection2	green	1	525.16
376	2.0	1	intersection	5	188	intersection3	red	0	9999
378	2.0	1	intersection	5	189	intersection1	red	0	9999
380	2.0	1	intersection	5	190	intersection3	green	1	543.13
382	2.0	1	intersection	5	191	intersection1	red	0	9999
384	2.0	1	intersection	5	192	intersection4	red	0	9999
386	2.02	1	intersection	5	193	intersection2	red	0	9999
388.02	8.03	1	fix	n/a	194	n/a	white	n/a	n/a
396.05	1.95	1	Sp	1	198	n/a	red	0	9999
398	2.0	1	Sp	1	199	n/a	red	0	9999
400	2.0	1	Sp	1	200	n/a	red	0	9999
402	2.0	1	Sp	1	201	n/a	red	0	9999
404	2.0	1	Sp	1	202	n/a	red	0	9999
406	2.0	1	Sp	1	203	n/a	green	1	465.84
408	2.0	1	Sp	1	204	n/a	green	1	434.77
410	2.01	1	Sp	1	205	n/a	red	0	9999
412.01	8.03	1	fix	n/a	206	n/a	white	n/a	n/a
420.04	1.96	1	scrambledobj	9	210	scrambledobj3	red	0	9999
422	2.0	1	scrambledobj	9	211	scrambledobj1	green	1	663.62
424	2.0	1	scrambledobj	9	212	scrambledobj2	red	0	9999
426	2.0	1	scrambledobj	9	213	scrambledobj4	green	1	1056.91
428	2.0	1	scrambledobj	9	214	scrambledobj1	red	0	9999
430	2.0	1	scrambledobj	9	215	scrambledobj3	red	0	9999
432	2.0	1	scrambledobj	9	216	scrambledobj4	red	0	9999
434	2.01	1	scrambledobj	9	217	scrambledobj2	red	0	9999
436.01	12.04	1	fix	n/a	218	n/a	white	n/a	n/a
448.05	12	1	EndFix	n/a	224	n/a	white	n/a	n/a
